Nro.,Escuela Profesional,Sede,Edad,Sexo,1.1 Semestre,1.2 Estado civil,1.3 Tiene Hijos,1.4 Trabaja y estudia,1.5 Vive Solo,1.6 Promedio ponderado,1.7 Nivel Socioeconómico,1.8 Excelencia académica
4532,INGENIERÍA INDUSTRIAL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,15.828,A,0
4533,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,14.591,B,0
4534,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,7 semestre,Soltero,No,Si,No,15.646,A,1
4535,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,9 semestre,Soltero,Si,Si,Si,13.983,C,0
4536,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,4 semestre,Soltero,No,No,No,15.253,A,1
4537,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,No,No,15.438,C,1
4538,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,4 semestre,Casado,Si,Si,Si,13.171,A,0
4539,INGENIERÍA INDUSTRIAL,CUSCO,27,Masculino,9 semestre,Conviviente,Si,Si,No,17.327,B,1
4540,INGENIERÍA INDUSTRIAL,CUSCO,29,Femenino,1 semestre,Soltero,No,Si,No,16.703,B,1
4541,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,12.111,A,1
4542,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,9 semestre,Soltero,No,No,No,18.739,C,0
4543,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,19.074,A,0
4544,INGENIERÍA INDUSTRIAL,CUSCO,25,Femenino,4 semestre,Soltero,Si,Si,No,18.997,A,0
4545,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,9 semestre,Soltero,No,No,No,13.243,C,0
4546,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,13.74,A,0
4547,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,10 semestre,Soltero,Si,Si,Si,12.223,C,1
4548,INGENIERÍA INDUSTRIAL,CUSCO,26,Femenino,7 semestre,Soltero,No,Si,Si,11.537,B,1
4549,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,11 semestre,Conviviente,No,Si,No,12.968,A,1
4550,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,3 semestre,Soltero,No,No,No,17.779,A,1
4551,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,7 semestre,Soltero,No,Si,No,17.156,C,1
4552,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,8 semestre,Soltero,No,No,No,17.366,A,0
4553,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,No,18.021,A,0
4554,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,7 semestre,Soltero,No,Si,No,17.619,B,1
4555,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,13.877,A,1
4556,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,No,No,14.605,B,1
4557,INGENIERÍA INDUSTRIAL,CUSCO,30,Femenino,9 semestre,Soltero,No,Si,No,16.963,B,0
4558,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,Si,19.23,B,1
4559,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,7 semestre,Soltero,No,Si,No,19.385,A,1
4560,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,7 semestre,Soltero,No,No,Si,13.023,A,0
4561,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,18.402,C,1
4562,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,No,17.483,A,1
4563,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,7 semestre,Soltero,No,Si,No,13.637,A,0
4564,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,18.088,C,0
4565,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Conviviente,Si,Si,No,15.513,A,1
4566,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,8 semestre,Soltero,No,Si,Si,12.028,C,1
4567,INGENIERÍA INDUSTRIAL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,Si,12.623,C,0
4568,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,17.511,A,1
4569,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,Si,15.378,B,1
4570,INGENIERÍA INDUSTRIAL,CUSCO,19,Femenino,7 semestre,Soltero,No,No,No,14.55,C,1
4571,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,15.717,B,0
4572,INGENIERÍA INDUSTRIAL,CUSCO,27,Masculino,10 semestre,Soltero,Si,Si,Si,18.923,C,0
4573,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,10 semestre,Soltero,No,No,No,18.227,B,0
4574,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,8 semestre,Soltero,No,Si,No,11.811,A,0
4575,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,3 semestre,Soltero,No,No,No,12.059,B,1
4576,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,11.102,B,0
4577,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,Si,11.416,C,1
4578,INGENIERÍA INDUSTRIAL,CUSCO,18,Femenino,2 semestre,Soltero,No,No,No,16.883,C,0
4579,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,12.142,C,0
4580,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,9 semestre,Soltero,No,Si,Si,16.17,B,1
4581,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,8 semestre,Soltero,No,No,No,12.352,A,0
4582,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,5 semestre,Soltero,No,No,No,11.541,B,1
4583,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,17.519,A,0
4584,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,6 semestre,Soltero,No,No,No,15.152,B,0
4585,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,No,17.193,C,0
4586,INGENIERÍA INDUSTRIAL,CUSCO,25,Femenino,7 semestre,Soltero,No,No,No,12.554,A,0
4587,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,No,No,12.2,C,1
4588,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,10 semestre,Soltero,No,Si,No,11.367,C,1
4589,INGENIERÍA INDUSTRIAL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,15.233,B,1
4590,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,3 semestre,Soltero,No,No,Si,15.738,A,0
4591,INGENIERÍA INDUSTRIAL,CUSCO,38,Femenino,8 semestre,Casado,Si,Si,No,15.711,A,0
4592,INGENIERÍA INDUSTRIAL,CUSCO,27,Femenino,10 semestre,Soltero,No,Si,No,16.094,C,0
4593,INGENIERÍA INDUSTRIAL,CUSCO,30,Masculino,10 semestre,Soltero,No,Si,Si,14.094,B,1
4594,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,14.872,A,1
4595,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,11 semestre,Soltero,No,Si,No,13.384,A,1
4596,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,8 semestre,Soltero,No,Si,Si,15.589,A,1
4597,INGENIERÍA INDUSTRIAL,CUSCO,26,Femenino,10 semestre,Soltero,No,No,No,18.196,C,0
4598,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,10 semestre,Soltero,No,Si,Si,16.922,A,0
4599,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,9 semestre,Soltero,No,Si,Si,16.258,A,0
4600,INGENIERÍA INDUSTRIAL,CUSCO,33,Masculino,7 semestre,Soltero,Si,Si,No,11.016,C,1
4601,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,9 semestre,Soltero,No,No,No,13.382,B,1
4602,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,No,No,14.526,B,1
4603,INGENIERÍA INDUSTRIAL,CUSCO,56,Masculino,10 semestre,Soltero,Si,Si,Si,19.298,C,0
4604,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,2 semestre,Soltero,No,Si,Si,18.914,A,0
4605,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,5 semestre,Casado,Si,Si,Si,15.871,A,0
4606,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,6 semestre,Soltero,No,Si,No,15.289,B,0
4607,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,7 semestre,Soltero,No,No,No,16.168,A,1
4608,INGENIERÍA INDUSTRIAL,CUSCO,18,Femenino,5 semestre,Soltero,No,No,Si,12.752,C,0
4609,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,7 semestre,Soltero,No,No,No,13.45,C,1
4610,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,No,17.809,B,1
4611,INGENIERÍA INDUSTRIAL,CUSCO,18,Femenino,2 semestre,Soltero,No,Si,Si,14.485,C,1
4612,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,Si,18.991,A,1
4613,INGENIERÍA INDUSTRIAL,CUSCO,27,Femenino,9 semestre,Soltero,No,No,No,17.825,C,1
4614,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,7 semestre,Soltero,No,Si,No,17.364,C,1
4615,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,9 semestre,Casado,No,Si,Si,16.239,A,1
4616,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,8 semestre,Soltero,No,Si,No,18.646,A,0
4617,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,9 semestre,Soltero,No,Si,No,17.309,C,0
4618,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,5 semestre,Soltero,No,No,No,18.307,B,0
4619,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,4 semestre,Soltero,No,No,No,14.47,A,0
4620,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,11.007,B,1
4621,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,4 semestre,Soltero,No,Si,No,14.369,A,0
4622,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,8 semestre,Soltero,No,Si,No,11.509,A,1
4623,INGENIERÍA DE SISTEMAS,CUSCO,27,Masculino,7 semestre,Soltero,No,Si,No,15.31,C,0
4624,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,11.52,A,0
4625,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,7 semestre,Soltero,No,Si,No,18.792,C,0
4626,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,12.994,A,1
4627,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,7 semestre,Soltero,No,Si,No,15.753,A,0
4628,INGENIERÍA DE SISTEMAS,CUSCO,40,Femenino,9 semestre,Soltero,No,No,No,11.8,B,0
4629,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,10 semestre,Soltero,No,No,No,19.178,C,1
4630,INGENIERÍA DE SISTEMAS,CUSCO,27,Masculino,10 semestre,Soltero,No,Si,Si,11.776,B,0
4631,INGENIERÍA DE SISTEMAS,QUILLABAMBA,18,Femenino,2 semestre,Soltero,No,Si,Si,14.666,A,0
4632,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,Si,16.417,B,1
4633,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,7 semestre,Soltero,No,Si,No,13.751,A,1
4634,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,14.865,A,1
4635,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,7 semestre,Soltero,No,Si,Si,18.586,C,1
4636,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,1 semestre,Soltero,No,Si,No,18.165,C,0
4637,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,4 semestre,Soltero,No,Si,Si,18.864,C,0
4638,INGENIERÍA DE SISTEMAS,CUSCO,33,Masculino,10 semestre,Soltero,No,Si,No,19.013,A,0
4639,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,15.058,A,1
4640,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,5 semestre,Soltero,No,No,No,14.523,C,1
4641,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,7 semestre,Soltero,No,Si,No,14.46,C,1
4642,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,9 semestre,Soltero,No,Si,No,18.502,B,0
4643,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,16.527,B,0
4644,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,6 semestre,Soltero,No,No,Si,15.322,B,0
4645,INGENIERÍA DE SISTEMAS,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,No,11.935,B,1
4646,INGENIERÍA DE SISTEMAS,CUSCO,31,Masculino,7 semestre,Soltero,No,Si,Si,12.36,C,0
4647,INGENIERÍA DE SISTEMAS,CUSCO,19,Femenino,2 semestre,Soltero,No,Si,No,13.653,B,0
4648,INGENIERÍA DE SISTEMAS,CUSCO,29,Masculino,10 semestre,Casado,Si,Si,No,19.342,C,1
4649,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,15.238,A,0
4650,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,No,14.05,A,0
4651,INGENIERÍA DE SISTEMAS,CUSCO,24,Femenino,7 semestre,Soltero,No,Si,No,15.667,C,1
4652,INGENIERÍA DE SISTEMAS,CUSCO,26,Masculino,10 semestre,Soltero,No,No,No,11.953,A,1
4653,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,2 semestre,Soltero,No,Si,Si,13.301,C,0
4654,INGENIERÍA DE SISTEMAS,CUSCO,28,Masculino,6 semestre,Conviviente,Si,No,No,19.043,A,1
4655,INGENIERÍA DE SISTEMAS,QUILLABAMBA,21,Masculino,1 semestre,Soltero,No,No,No,19.305,C,0
4656,INGENIERÍA DE SISTEMAS,QUILLABAMBA,21,Masculino,1 semestre,Conviviente,No,Si,No,15.114,A,1
4657,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,3 semestre,Soltero,No,Si,No,19.098,B,1
4658,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,11.941,B,0
4659,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,4 semestre,Soltero,No,Si,No,16.296,A,1
4660,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,3 semestre,Conviviente,Si,Si,No,15.054,C,1
4661,INGENIERÍA DE SISTEMAS,CUSCO,20,Femenino,2 semestre,Soltero,No,No,No,15.306,B,0
4662,INGENIERÍA DE SISTEMAS,CUSCO,29,Masculino,7 semestre,Soltero,No,Si,Si,16.245,A,1
4663,INGENIERÍA DE SISTEMAS,CUSCO,42,Masculino,6 semestre,Casado,Si,Si,No,17.079,B,1
4664,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,14.879,C,1
4665,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,8 semestre,Soltero,No,No,No,16.807,B,0
4666,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,8 semestre,Soltero,No,No,No,18.979,B,0
4667,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,1 semestre,Soltero,No,Si,No,16.578,C,1
4668,INGENIERÍA DE SISTEMAS,CUSCO,30,Masculino,5 semestre,Casado,Si,Si,No,14.5,A,0
4669,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,4 semestre,Soltero,No,Si,Si,11.473,B,0
4670,INGENIERÍA DE SISTEMAS,CUSCO,32,Masculino,7 semestre,Soltero,No,No,No,18.873,A,0
4671,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,11.948,C,0
4672,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,4 semestre,Soltero,No,Si,Si,14.765,A,1
4673,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,12 semestre,Soltero,No,No,Si,11.021,B,0
4674,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,5 semestre,Soltero,No,No,No,11.96,B,1
4675,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,17.143,B,1
4676,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,5 semestre,Soltero,No,Si,Si,11.256,B,0
4677,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,18.526,C,1
4678,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,18.147,C,1
4679,INGENIERÍA DE SISTEMAS,SICUANI,20,Masculino,2 semestre,Soltero,No,No,No,13.739,B,1
4680,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,18.464,B,1
4681,INGENIERÍA DE SISTEMAS,SICUANI,17,Masculino,1 semestre,Soltero,No,No,No,19.281,A,0
4682,INGENIERÍA DE SISTEMAS,SICUANI,19,Masculino,3 semestre,Soltero,No,Si,No,18.321,B,1
4683,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,17.108,A,0
4684,INGENIERÍA DE SISTEMAS,CUSCO,28,Masculino,10 semestre,Soltero,No,Si,Si,14.039,C,0
4685,INGENIERÍA DE SISTEMAS,QUILLABAMBA,23,Masculino,2 semestre,Soltero,No,Si,No,18.558,C,0
4686,INGENIERÍA DE SISTEMAS,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,12.838,C,0
4687,INGENIERÍA DE SISTEMAS,CUSCO,23,Femenino,1 semestre,Soltero,No,Si,No,15.554,B,0
4688,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,No,15.572,B,1
4689,INGENIERÍA DE SISTEMAS,QUILLABAMBA,18,Masculino,1 semestre,Soltero,No,Si,No,15.436,A,0
4690,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,3 semestre,Soltero,No,Si,Si,11.372,C,1
4691,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,4 semestre,Soltero,No,Si,Si,15.586,B,0
4692,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,12.206,C,1
4693,INGENIERÍA DE SISTEMAS,SICUANI,21,Masculino,1 semestre,Soltero,No,Si,Si,16.348,C,1
4694,INGENIERÍA DE SISTEMAS,QUILLABAMBA,19,Masculino,2 semestre,Soltero,No,No,No,13.182,C,0
4695,INGENIERÍA DE SISTEMAS,SICUANI,19,Masculino,2 semestre,Soltero,No,Si,No,18.166,C,0
4696,INGENIERÍA DE SISTEMAS,CUSCO,26,Masculino,8 semestre,Soltero,No,No,No,18.628,B,1
4697,INGENIERÍA DE SISTEMAS,SICUANI,22,Masculino,2 semestre,Soltero,No,No,Si,12.352,B,0
4698,INGENIERÍA DE SISTEMAS,CUSCO,28,Masculino,10 semestre,Soltero,No,Si,No,13.573,C,1
4699,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,9 semestre,Soltero,No,No,Si,17.644,B,0
4700,INGENIERÍA DE SISTEMAS,CUSCO,30,Masculino,6 semestre,Conviviente,Si,Si,No,12.38,B,0
4701,INGENIERÍA DE SISTEMAS,CUSCO,27,Masculino,6 semestre,Soltero,No,Si,No,17.041,C,1
4702,INGENIERÍA DE SISTEMAS,CUSCO,27,Masculino,10 semestre,Conviviente,No,Si,Si,13.347,A,0
4703,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,5 semestre,Soltero,No,Si,No,13.304,B,1
4704,INGENIERÍA DE SISTEMAS,QUILLABAMBA,24,Masculino,2 semestre,Soltero,No,Si,Si,18.054,A,1
4705,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,7 semestre,Soltero,No,No,No,11.694,A,1
4706,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,No,15.199,C,0
4707,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,18.887,C,0
4708,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,3 semestre,Soltero,No,Si,Si,15.059,C,0
4709,INGENIERÍA DE SISTEMAS,CUSCO,28,Masculino,9 semestre,Soltero,No,Si,Si,14.492,B,1
4710,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,16.229,B,1
4711,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,5 semestre,Soltero,No,No,No,15.884,B,1
4712,INGENIERÍA DE SISTEMAS,CUSCO,45,Femenino,9 semestre,Soltero,No,Si,Si,16.288,C,0
4713,INGENIERÍA DE SISTEMAS,CUSCO,22,Femenino,8 semestre,Soltero,No,No,No,16.258,B,0
4714,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,10 semestre,Soltero,No,No,No,18.864,B,0
4715,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,5 semestre,Soltero,No,No,No,14.874,C,0
4716,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,Si,12.886,C,0
4717,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,12.792,C,1
4718,INGENIERÍA DE SISTEMAS,SICUANI,17,Masculino,1 semestre,Soltero,No,Si,No,12.772,A,0
4719,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,3 semestre,Soltero,No,No,Si,14.326,A,1
4720,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,9 semestre,Soltero,No,Si,No,18.37,B,0
4721,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,1 semestre,Soltero,No,Si,Si,14.319,C,0
4722,INGENIERÍA DE SISTEMAS,CUSCO,30,Masculino,10 semestre,Soltero,Si,Si,Si,18.291,A,1
4723,INGENIERÍA DE SISTEMAS,QUILLABAMBA,20,Masculino,1 semestre,Soltero,No,Si,Si,13.737,A,1
4724,INGENIERÍA DE SISTEMAS,CUSCO,27,Masculino,10 semestre,Soltero,No,Si,No,15.309,B,0
4725,INGENIERÍA DE SISTEMAS,QUILLABAMBA,19,Masculino,2 semestre,Soltero,No,Si,No,18.415,A,1
4726,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,4 semestre,Soltero,No,No,No,18.986,A,0
4727,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,4 semestre,Soltero,No,No,No,14.541,B,1
4728,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,7 semestre,Soltero,No,Si,No,16.128,C,1
4729,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,16.592,A,0
4730,INGENIERÍA DE SISTEMAS,CUSCO,33,Masculino,10 semestre,Soltero,No,Si,Si,15.019,B,0
4731,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,5 semestre,Soltero,No,Si,No,19.18,A,1
4732,INGENIERÍA DE SISTEMAS,QUILLABAMBA,17,Masculino,1 semestre,Soltero,No,No,No,16.865,B,1
4733,INGENIERÍA DE SISTEMAS,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,16.104,B,1
4734,INGENIERÍA DE SISTEMAS,QUILLABAMBA,18,Masculino,2 semestre,Soltero,No,No,No,18.68,B,0
4735,INGENIERÍA DE SISTEMAS,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,19.019,A,1
4736,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,18.832,B,1
4737,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,2 semestre,Soltero,No,No,Si,14.325,C,0
4738,INGENIERÍA DE SISTEMAS,CUSCO,24,Masculino,10 semestre,Soltero,No,No,No,18.461,C,0
4739,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,5 semestre,Soltero,No,Si,Si,18.573,A,1
4740,INGENIERÍA DE SISTEMAS,CUSCO,18,Masculino,2 semestre,Soltero,No,No,Si,13.934,C,0
4741,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,2 semestre,Soltero,No,Si,No,11.203,B,0
4742,INGENIERÍA DE SISTEMAS,CUSCO,38,Masculino,4 semestre,Soltero,No,Si,Si,19.275,B,0
4743,INGENIERÍA DE SISTEMAS,SICUANI,20,Masculino,2 semestre,Soltero,No,Si,No,11.99,B,0
4744,INGENIERÍA DE SISTEMAS,CUSCO,26,Masculino,5 semestre,Soltero,No,Si,Si,14.165,C,0
4745,INGENIERÍA DE SISTEMAS,QUILLABAMBA,18,Masculino,2 semestre,Soltero,No,No,No,12.355,A,0
4746,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,1 semestre,Soltero,No,Si,Si,14.065,A,0
4747,INGENIERÍA DE SISTEMAS,CUSCO,19,Femenino,4 semestre,Soltero,No,Si,No,12.763,B,0
4748,INGENIERÍA DE SISTEMAS,CUSCO,28,Femenino,7 semestre,Soltero,No,Si,No,11.347,B,0
4749,INGENIERÍA DE SISTEMAS,CUSCO,23,Masculino,8 semestre,Conviviente,Si,No,Si,13.939,C,0
4750,INGENIERÍA DE SISTEMAS,CUSCO,29,Masculino,12 semestre,Conviviente,Si,Si,No,11.565,C,0
4751,INGENIERÍA DE SISTEMAS,CUSCO,26,Masculino,4 semestre,Soltero,No,Si,Si,13.255,B,0
4752,INGENIERÍA DE SISTEMAS,QUILLABAMBA,18,Masculino,2 semestre,Soltero,No,Si,No,12.278,A,1
4753,INGENIERÍA DE SISTEMAS,CUSCO,25,Masculino,8 semestre,Soltero,No,No,No,15.315,B,1
4754,INGENIERÍA DE SISTEMAS,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,No,11.81,A,0
4755,INGENIERÍA DE SISTEMAS,CUSCO,19,Masculino,1 semestre,Soltero,No,No,No,17.67,B,0
4756,INGENIERÍA DE SISTEMAS,CUSCO,21,Masculino,8 semestre,Soltero,No,Si,Si,17.428,B,1
4757,INGENIERÍA DE SISTEMAS,CUSCO,23,Femenino,6 semestre,Soltero,No,No,No,11.701,A,0
4758,INGENIERÍA DE SISTEMAS,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,13.836,A,0
4759,INGENIERÍA DE SISTEMAS,CUSCO,19,Femenino,4 semestre,Soltero,No,No,No,18.623,B,1
4760,INGENIERÍA DE SISTEMAS,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,11.402,C,0
4761,INGENIERÍA DE SISTEMAS,CUSCO,19,Femenino,3 semestre,Soltero,No,No,Si,12.086,C,0
